,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
1915,IndiGo,21/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
1916,IndiGo,21/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,5061.0
1917,IndiGo,21/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
1918,IndiGo,21/10/2021,Ahmedabad,Goa,07:20,13:55,1 stop via Hyderabad,5518.0
1919,IndiGo,21/10/2021,Ahmedabad,Goa,13:10,19:35,1 stop via Hyderabad,5518.0
1920,Spicejet,21/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5796.0
1921,IndiGo,21/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,5975.0
1922,Air India,21/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
1923,Spicejet,21/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,7266.0
1924,IndiGo,21/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,7581.0
1925,Spicejet,21/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,8316.0
1926,IndiGo,21/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,8841.0
1927,Go First,21/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,9050.0
1928,Vistara,21/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,11579.0
1929,Spicejet,22/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1930,Go First,22/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1931,Go First,22/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1932,Go First,22/10/2021,Ahmedabad,Goa,08:45,16:35,1 stop via Mumbai,5060.0
1933,IndiGo,22/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1934,IndiGo,22/10/2021,Ahmedabad,Goa,11:55,18:00,1 stop via Mumbai,5061.0
1935,IndiGo,22/10/2021,Ahmedabad,Goa,11:55,18:00,1 stop via Mumbai,5061.0
1936,IndiGo,22/10/2021,Ahmedabad,Goa,09:30,18:00,1 stop via Mumbai,5061.0
1937,IndiGo,22/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
1938,IndiGo,22/10/2021,Ahmedabad,Goa,20:15,07:40,1 stop via Bengaluru,5061.0
1939,IndiGo,22/10/2021,Ahmedabad,Goa,08:45,15:50,1 stop via Bengaluru,5518.0
1940,IndiGo,22/10/2021,Ahmedabad,Goa,23:35,09:00,1 stop via Bengaluru,5518.0
1941,IndiGo,22/10/2021,Ahmedabad,Goa,07:05,12:40,1 stop via Mumbai,5975.0
1942,Air India,22/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
1943,Spicejet,22/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,6846.0
1944,IndiGo,22/10/2021,Ahmedabad,Goa,13:10,19:35,1 stop via Hyderabad,6888.0
1945,IndiGo,22/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,7056.0
1946,Go First,22/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,7424.0
1947,Spicejet,22/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,7790.0
1948,IndiGo,22/10/2021,Ahmedabad,Goa,15:00,20:50,1 stop via Bengaluru,8258.0
1949,IndiGo,22/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,8715.0
1950,IndiGo,22/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,9261.0
1951,Vistara,22/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,11579.0
1952,Spicejet,23/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
1953,Spicejet,23/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1954,Go First,23/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1955,Go First,23/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1956,Go First,23/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1957,Go First,23/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1958,Go First,23/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
1959,Go First,23/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1960,Go First,23/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
1961,IndiGo,23/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1962,IndiGo,23/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5061.0
1963,IndiGo,23/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5061.0
1964,IndiGo,23/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
1965,IndiGo,23/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,5061.0
1966,IndiGo,23/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
1967,IndiGo,23/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5586.0
1968,Spicejet,23/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,5796.0
1969,IndiGo,23/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5901.0
1970,Air India,23/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
1971,Go First,23/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,6834.0
1972,IndiGo,23/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,7345.0
1973,Vistara,23/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,11579.0
1974,Spicejet,24/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
1975,Spicejet,24/10/2021,Ahmedabad,Goa,08:30,09:55,Non stop,5060.0
1976,Spicejet,24/10/2021,Ahmedabad,Goa,15:35,17:55,Non stop,5060.0
1977,Spicejet,24/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1978,Go First,24/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1979,Go First,24/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1980,Go First,24/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1981,Go First,24/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1982,Go First,24/10/2021,Ahmedabad,Goa,22:15,06:50,1 stop via Mumbai,5060.0
1983,Go First,24/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1984,Go First,24/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
1985,IndiGo,24/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
1986,IndiGo,24/10/2021,Ahmedabad,Goa,09:45,11:45,Non stop,5061.0
1987,Spicejet,25/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
1988,Spicejet,25/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
1989,Go First,25/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
1990,Go First,25/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1991,Go First,25/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
1992,Go First,25/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
1993,Go First,25/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
1994,Go First,25/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
1995,IndiGo,25/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
1996,IndiGo,25/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5061.0
1997,IndiGo,25/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
1998,IndiGo,25/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5061.0
1999,IndiGo,25/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5061.0
2000,IndiGo,25/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
2001,IndiGo,25/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,5061.0
2002,IndiGo,25/10/2021,Ahmedabad,Goa,08:45,15:50,1 stop via Bengaluru,5061.0
2003,IndiGo,25/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,5061.0
2004,IndiGo,25/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
2005,Spicejet,25/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,5376.0
2006,Go First,25/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,5638.0
2007,Air India,25/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
2008,Vistara,25/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,11579.0
2009,Spicejet,26/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
2010,Spicejet,26/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
2011,Go First,26/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
2012,Go First,26/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
2013,Go First,26/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
2014,Go First,26/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
2015,Go First,26/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
2016,Go First,26/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
2017,Go First,26/10/2021,Ahmedabad,Goa,17:45,06:50,1 stop via Mumbai,5060.0
2018,IndiGo,26/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
2019,IndiGo,26/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
2020,IndiGo,26/10/2021,Ahmedabad,Goa,07:05,12:40,1 stop via Mumbai,5061.0
2021,IndiGo,26/10/2021,Ahmedabad,Goa,07:05,12:40,1 stop via Mumbai,5061.0
2022,IndiGo,26/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
2023,IndiGo,26/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,5061.0
2024,IndiGo,26/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
2025,IndiGo,26/10/2021,Ahmedabad,Goa,15:00,20:50,1 stop via Bengaluru,5061.0
2026,IndiGo,26/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5586.0
2027,Go First,26/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,5638.0
2028,Spicejet,26/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,6110.0
2029,Air India,26/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
2030,Vistara,26/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,10552.0
2031,Spicejet,27/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5060.0
2032,Spicejet,27/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
2033,Go First,27/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
2034,Go First,27/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
2035,Go First,27/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,5060.0
2036,Go First,27/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
2037,Go First,27/10/2021,Ahmedabad,Goa,21:35,06:50,1 stop via Mumbai,5060.0
2038,Go First,27/10/2021,Ahmedabad,Goa,19:55,06:50,1 stop via Mumbai,5060.0
2039,IndiGo,27/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5061.0
2040,IndiGo,27/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
2041,IndiGo,27/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5061.0
2042,IndiGo,27/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,5061.0
2043,IndiGo,27/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
2044,IndiGo,27/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,5061.0
2045,IndiGo,27/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,5061.0
2046,IndiGo,27/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5061.0
2047,IndiGo,27/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5166.0
2048,Spicejet,27/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,5586.0
2049,Go First,27/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,5638.0
2050,Air India,27/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
2051,Vistara,27/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,10374.0
2052,Spicejet,28/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
2053,Go First,28/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
2054,Go First,28/10/2021,Ahmedabad,Goa,09:00,15:10,1 stop via Bengaluru,5060.0
2055,IndiGo,28/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
2056,IndiGo,28/10/2021,Ahmedabad,Goa,07:20,13:55,1 stop via Hyderabad,5061.0
2057,IndiGo,28/10/2021,Ahmedabad,Goa,07:20,13:55,1 stop via Hyderabad,5061.0
2058,IndiGo,28/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,5061.0
2059,IndiGo,28/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,5061.0
2060,IndiGo,28/10/2021,Ahmedabad,Goa,07:05,15:30,1 stop via Mumbai,5061.0
2061,IndiGo,28/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5166.0
2062,IndiGo,28/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,5166.0
2063,Spicejet,28/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5376.0
2064,Spicejet,28/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,6110.0
2065,Go First,28/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,6216.0
2066,Air India,28/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
2067,Air India,28/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
2068,Go First,28/10/2021,Ahmedabad,Goa,08:45,15:40,1 stop via Mumbai,7970.0
2069,IndiGo,28/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,8159.0
2070,Go First,28/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,8284.0
2071,IndiGo,28/10/2021,Ahmedabad,Goa,07:05,12:40,1 stop via Mumbai,9786.0
2072,IndiGo,28/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,11046.0
2073,Vistara,28/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,13186.0
2074,Spicejet,29/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5060.0
2075,Go First,29/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
2076,IndiGo,29/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
2077,Spicejet,29/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5166.0
2078,Go First,29/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,5638.0
2079,IndiGo,29/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,5901.0
2080,Spicejet,29/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,6110.0
2081,Air India,29/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
2082,IndiGo,29/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,6846.0
2083,IndiGo,29/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,8159.0
2084,IndiGo,29/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,8159.0
2085,IndiGo,29/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,8159.0
2086,Go First,29/10/2021,Ahmedabad,Goa,08:45,16:35,1 stop via Mumbai,8284.0
2087,IndiGo,29/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,8369.0
2088,IndiGo,29/10/2021,Ahmedabad,Goa,07:05,15:30,1 stop via Mumbai,8631.0
2089,Go First,29/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,10594.0
2090,IndiGo,29/10/2021,Ahmedabad,Goa,07:05,12:40,1 stop via Mumbai,11571.0
2091,IndiGo,29/10/2021,Ahmedabad,Goa,13:10,17:35,1 stop via Hyderabad,12884.0
2092,Vistara,29/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,17190.0
2093,Go First,30/10/2021,Ahmedabad,Goa,18:15,19:55,Non stop,5060.0
2094,Go First,30/10/2021,Ahmedabad,Goa,21:35,10:30,1 stop via Mumbai,5060.0
2095,Go First,30/10/2021,Ahmedabad,Goa,19:55,10:30,1 stop via Mumbai,5060.0
2096,IndiGo,30/10/2021,Ahmedabad,Goa,19:25,21:10,Non stop,5061.0
2097,IndiGo,30/10/2021,Ahmedabad,Goa,11:55,18:00,1 stop via Mumbai,5061.0
2098,IndiGo,30/10/2021,Ahmedabad,Goa,09:30,18:00,1 stop via Mumbai,5061.0
2099,Spicejet,30/10/2021,Ahmedabad,Goa,17:10,19:10,Non stop,5166.0
2100,IndiGo,30/10/2021,Ahmedabad,Goa,15:10,19:20,1 stop via Mumbai,5518.0
2101,Spicejet,30/10/2021,Ahmedabad,Goa,05:20,07:25,Non stop,5796.0
2102,Go First,30/10/2021,Ahmedabad,Goa,10:00,11:40,Non stop,6216.0
2103,IndiGo,30/10/2021,Ahmedabad,Goa,06:50,08:40,Non stop,6426.0
2104,Spicejet,30/10/2021,Ahmedabad,Goa,12:05,14:25,Non stop,6426.0
2105,Air India,30/10/2021,Ahmedabad,Goa,18:50,06:50,1 stop via Mumbai,6469.0
2106,IndiGo,30/10/2021,Ahmedabad,Goa,13:05,14:55,Non stop,6846.0
2107,Go First,30/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,9020.0
2108,Go First,30/10/2021,Ahmedabad,Goa,08:45,13:55,1 stop via Mumbai,9020.0
2109,IndiGo,30/10/2021,Ahmedabad,Goa,11:55,15:30,1 stop via Mumbai,9104.0
2110,IndiGo,30/10/2021,Ahmedabad,Goa,09:30,15:30,1 stop via Mumbai,9261.0
2111,IndiGo,30/10/2021,Ahmedabad,Goa,07:05,11:30,1 stop via Mumbai,9524.0
2112,Vistara,30/10/2021,Ahmedabad,Goa,08:40,13:50,1 stop via New Delhi,16665.0
2113,AirAsia,15/10/2021,Jaipur,Goa,21:10,12:25,1 stop via Hyderabad,6260.0
2114,AirAsia,15/10/2021,Jaipur,Goa,23:05,07:25,1 stop via Mumbai,5485.0
2115,AirAsia,15/10/2021,Jaipur,Goa,09:40,18:25,1 stop via Mumbai,5485.0
2116,AirAsia,15/10/2021,Jaipur,Goa,17:35,07:00,"2 stop via Mumbai,Bengaluru",5485.0
2117,AirAsia,15/10/2021,Jaipur,Goa,17:35,07:25,1 stop via Mumbai,5485.0
2118,AirAsia,15/10/2021,Jaipur,Goa,21:10,12:25,1 stop via Hyderabad,5485.0
2119,AirAsia,15/10/2021,Jaipur,Goa,17:15,12:25,"3 stop via Pune,Bengaluru,Hyderabad",7730.0
2120,AirAsia,15/10/2021,Jaipur,Goa,23:05,07:25,1 stop via Mumbai,8219.0
2121,AirAsia,15/10/2021,Jaipur,Goa,21:10,07:00,"2 stop via Hyderabad,Bengaluru",9413.0
2122,AirAsia,15/10/2021,Jaipur,Goa,17:15,07:00,"2 stop via Pune,Bengaluru",9413.0
2123,IndiGo,15/10/2021,Jaipur,Goa,21:15,08:40,1 stop via Ahmedabad,16031.0
2124,AirAsia,16/10/2021,Jaipur,Goa,09:40,18:25,1 stop via Mumbai,5485.0
2125,AirAsia,16/10/2021,Jaipur,Goa,17:35,07:00,"2 stop via Mumbai,Bengaluru",5485.0
2126,AirAsia,16/10/2021,Jaipur,Goa,23:05,07:25,1 stop via Mumbai,5485.0
2127,AirAsia,16/10/2021,Jaipur,Goa,17:35,07:25,1 stop via Mumbai,5485.0
2128,AirAsia,16/10/2021,Jaipur,Goa,21:10,12:25,1 stop via Hyderabad,5485.0
2129,Go First,16/10/2021,Jaipur,Goa,18:30,06:50,1 stop via Mumbai,5489.0
2130,AirAsia,16/10/2021,Jaipur,Goa,21:10,07:00,"2 stop via Hyderabad,Bengaluru",5630.0
2131,IndiGo,16/10/2021,Jaipur,Goa,06:15,10:45,1 stop via Hyderabad,6266.0
2132,IndiGo,16/10/2021,Jaipur,Goa,06:25,11:30,1 stop via Mumbai,6266.0
2133,IndiGo,16/10/2021,Jaipur,Goa,07:20,12:40,1 stop via Mumbai,6754.0
2134,IndiGo,16/10/2021,Jaipur,Goa,06:30,11:40,1 stop via Bengaluru,7243.0
2135,IndiGo,16/10/2021,Jaipur,Goa,10:50,15:50,1 stop via Bengaluru,7243.0
2136,AirAsia,16/10/2021,Jaipur,Goa,09:40,16:35,"2 stop via Mumbai,Bengaluru",7243.0
2137,IndiGo,16/10/2021,Jaipur,Goa,12:10,18:00,1 stop via Mumbai,7731.0
2138,"IndiGo, Spicejet",16/10/2021,Jaipur,Goa,13:00,19:10,1 stop via Ahmedabad,9962.0
2139,Go First,16/10/2021,Jaipur,Goa,08:20,11:40,1 stop via Ahmedabad,12280.0
2140,"Air India, IndiGo",16/10/2021,Jaipur,Goa,14:00,19:20,1 stop via Mumbai,12734.0
2141,AirAsia,17/10/2021,Jaipur,Goa,09:40,18:25,1 stop via Mumbai,5485.0
2142,AirAsia,17/10/2021,Jaipur,Goa,23:05,07:25,1 stop via Mumbai,5485.0
2143,Go First,17/10/2021,Jaipur,Goa,10:50,15:40,1 stop via Mumbai,5489.0
2144,Go First,17/10/2021,Jaipur,Goa,18:30,06:50,1 stop via Mumbai,5489.0
2145,AirAsia,17/10/2021,Jaipur,Goa,17:35,07:25,1 stop via Mumbai,6260.0
2146,IndiGo,17/10/2021,Jaipur,Goa,06:25,11:05,1 stop via Mumbai,6266.0
2147,IndiGo,17/10/2021,Jaipur,Goa,07:20,12:40,1 stop via Mumbai,6266.0
2148,IndiGo,17/10/2021,Jaipur,Goa,13:55,21:20,1 stop via New Delhi,6754.0
2149,IndiGo,17/10/2021,Jaipur,Goa,06:15,10:45,1 stop via Hyderabad,7243.0
2150,IndiGo,17/10/2021,Jaipur,Goa,06:30,11:40,1 stop via Bengaluru,7243.0
2151,IndiGo,17/10/2021,Jaipur,Goa,07:40,12:50,1 stop via New Delhi,7731.0
2152,Go First,17/10/2021,Jaipur,Goa,09:25,11:40,Non stop,7789.0
2153,"Spicejet, IndiGo",17/10/2021,Jaipur,Goa,07:50,15:30,"2 stop via Surat,Mumbai",9688.0
2154,IndiGo,17/10/2021,Jaipur,Goa,10:50,15:50,1 stop via Bengaluru,10660.0
2155,Air India,17/10/2021,Jaipur,Goa,14:00,20:45,1 stop via Mumbai,18446.0
2156,AirAsia,18/10/2021,Jaipur,Goa,09:40,18:25,1 stop via Mumbai,5485.0
2157,AirAsia,18/10/2021,Jaipur,Goa,21:10,07:00,"2 stop via Hyderabad,Bengaluru",5485.0
2158,AirAsia,18/10/2021,Jaipur,Goa,17:35,07:00,"2 stop via Mumbai,Bengaluru",5485.0
2159,AirAsia,18/10/2021,Jaipur,Goa,17:35,07:25,1 stop via Mumbai,5485.0
2160,AirAsia,18/10/2021,Jaipur,Goa,21:10,12:25,1 stop via Hyderabad,5485.0
2161,Go First,18/10/2021,Jaipur,Goa,10:50,16:35,1 stop via Mumbai,5489.0
2162,Go First,18/10/2021,Jaipur,Goa,08:20,19:55,1 stop via Ahmedabad,5489.0
2163,Go First,18/10/2021,Jaipur,Goa,18:30,06:50,1 stop via Mumbai,5489.0
2164,IndiGo,18/10/2021,Jaipur,Goa,06:25,11:30,1 stop via Mumbai,6266.0
2165,IndiGo,18/10/2021,Jaipur,Goa,07:20,12:40,1 stop via Mumbai,6266.0
2166,IndiGo,18/10/2021,Jaipur,Goa,12:10,18:00,1 stop via Mumbai,6266.0
2167,IndiGo,18/10/2021,Jaipur,Goa,06:15,10:45,1 stop via Hyderabad,6754.0
2168,IndiGo,18/10/2021,Jaipur,Goa,07:40,12:50,1 stop via New Delhi,7243.0
2169,IndiGo,18/10/2021,Jaipur,Goa,10:50,15:50,1 stop via Bengaluru,7243.0
2170,"Spicejet, Go First",18/10/2021,Jaipur,Goa,06:25,11:40,1 stop via Ahmedabad,10223.0
2171,Go First,18/10/2021,Jaipur,Goa,08:20,11:40,1 stop via Ahmedabad,10435.0
2172,Air India,18/10/2021,Jaipur,Goa,14:00,20:30,1 stop via Mumbai,11464.0
2173,AirAsia,19/10/2021,Jaipur,Goa,21:10,12:25,1 stop via Hyderabad,5485.0
2174,Go First,19/10/2021,Jaipur,Goa,08:20,19:55,1 stop via Ahmedabad,5489.0
2175,Go First,19/10/2021,Jaipur,Goa,18:30,06:50,1 stop via Mumbai,5489.0
2176,AirAsia,19/10/2021,Jaipur,Goa,21:10,07:00,"2 stop via Hyderabad,Bengaluru",5630.0
2177,AirAsia,19/10/2021,Jaipur,Goa,17:35,07:00,"2 stop via Mumbai,Bengaluru",6260.0
2178,IndiGo,19/10/2021,Jaipur,Goa,06:15,10:45,1 stop via Hyderabad,6266.0
2179,IndiGo,19/10/2021,Jaipur,Goa,06:25,16:25,1 stop via Mumbai,6266.0
2180,IndiGo,19/10/2021,Jaipur,Goa,13:55,21:20,1 stop via New Delhi,6754.0
2181,IndiGo,19/10/2021,Jaipur,Goa,06:30,11:40,1 stop via Bengaluru,7243.0
2182,IndiGo,19/10/2021,Jaipur,Goa,07:40,12:50,1 stop via New Delhi,7243.0
2183,IndiGo,19/10/2021,Jaipur,Goa,10:50,15:50,1 stop via Bengaluru,7243.0
2184,IndiGo,19/10/2021,Jaipur,Goa,10:05,17:25,1 stop via Chennai,7243.0
2185,"Spicejet, Go First",19/10/2021,Jaipur,Goa,06:25,11:40,1 stop via Ahmedabad,10223.0
2186,Go First,19/10/2021,Jaipur,Goa,08:20,11:40,1 stop via Ahmedabad,10435.0
2187,Air India,19/10/2021,Jaipur,Goa,14:00,20:30,1 stop via Mumbai,13406.0
2188,AirAsia,20/10/2021,Jaipur,Goa,09:40,16:35,"2 stop via Mumbai,Bengaluru",5485.0
2189,AirAsia,20/10/2021,Jaipur,Goa,09:40,18:25,1 stop via Mumbai,5485.0
2190,AirAsia,20/10/2021,Jaipur,Goa,21:10,07:00,"2 stop via Hyderabad,Bengaluru",5485.0
2191,AirAsia,20/10/2021,Jaipur,Goa,17:35,07:00,"2 stop via Mumbai,Bengaluru",5485.0
2192,AirAsia,20/10/2021,Jaipur,Goa,17:35,07:25,1 stop via Mumbai,5485.0
2193,AirAsia,20/10/2021,Jaipur,Goa,21:10,12:25,1 stop via Hyderabad,5485.0
2194,Go First,20/10/2021,Jaipur,Goa,10:50,16:35,1 stop via Mumbai,5489.0
